solution,machine_id,feild_id,feild_name,lat,lng,area,machine_type,open_date,closed_date,work_date,distance,open_time,travel_time,start_time,operation_time,exit_time,leaf_ton,income
S1,M109,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Baler,2023-03-08,2023-03-10,2023-03-09,1.7,09:22,00:05,15:46,01:17,08:03,12.396,12396.0
S1,M112,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Picker,2023-02-05,2023-02-10,2023-02-10,0.0,00:00,00:00,02:27,00:00,02:27,0.0,0.0
S1,M112,F221,M06 แปลงที่ 5 -42160020,14.78058264753,99.805323118006,9.31,Picker,2023-02-10,2023-02-10,2023-02-10,0.0,10:26,00:10,10:27,00:47,11:14,11.172,11172.0
S1,M112,F220,M06 แปลงที่ 4 -42160017,14.781933212904,99.804626469986,10.0,Picker,2023-02-10,2023-02-10,2023-02-10,1.287,11:55,00:04,11:55,00:50,13:45,12.0,12000.0
S1,M112,F218,M06 แปลงที่ 2 -42160086,14.782386226441,99.803268969525,12.71,Picker,2023-02-10,2023-02-10,2023-02-10,2.617,13:59,00:08,14:59,01:01,15:60,15.252,15252.0
S1,M112,F217,M06 แปลงที่ 1 -42160026,14.782584142021,99.803938559077,8.88,Picker,2023-02-10,2023-02-10,2023-02-10,0.007,15:07,00:00,16:07,00:46,16:53,10.656,10656.0
S1,M112,F219,M06 แปลงที่ 3 -42160108,14.783258869635,99.804578679598,7.7,Picker,2023-02-11,2023-02-11,2023-02-11,0.35,08:09,00:01,08:10,00:41,08:50,9.24,9240.0
S1,M112,F222,M06 แปลงที่ 6 -42160116,14.782601687452,99.805388028404,12.02,Picker,2023-02-11,2023-02-11,2023-02-11,0.336,11:01,00:01,11:02,00:58,13:00,14.424,14424.0
S1,M112,F223,M06 แปลงที่ 7 -42160123,14.780752107283,99.808720883168,6.43,Picker,2023-02-12,2023-02-12,2023-02-12,0.67,11:28,00:02,11:28,00:36,13:04,7.716,7716.0
S1,M112,F225,M06 แปลงที่ 9 -42160038,14.781580772572,99.809022973283,9.52,Picker,2023-02-20,2023-02-20,2023-02-20,0.097,15:15,00:00,16:16,00:48,17:04,11.424,11424.0
S1,M112,F232,M06 แปลงที่ 16 -42160128,14.781636448617,99.807246435313,3.55,Picker,2023-02-20,2023-02-20,2023-02-20,0.033,13:22,00:00,17:04,00:24,17:28,4.26,4260.0
S1,M112,F224,M06 แปลงที่ 8 -42160022,14.779802588473,99.808443733269,9.89,Picker,2023-02-12,2023-02-20,2023-02-20,0.174,10:34,00:01,17:29,00:50,18:18,11.868,11868.0
S1,M112,F229,M06 แปลงที่ 13 -42160127,14.779593312897,99.807373890946,5.76,Picker,2023-02-22,2023-02-22,2023-02-22,0.045,13:04,00:00,14:05,00:33,14:38,6.912,6912.0
S1,M112,F233,M06 แปลงที่ 17 -42160141,14.782117897738,99.807899768941,2.11,Picker,2023-02-22,2023-02-22,2023-02-22,0.288,08:14,00:01,14:39,00:18,14:57,2.532,2532.0
S1,M112,F234,M06 แปลงที่ 18 -42160121,14.781353339143,99.808004428368,3.4,Picker,2023-02-22,2023-02-22,2023-02-22,0.083,08:50,00:00,14:58,00:24,15:21,4.08,4080.0
S1,M112,F231,M06 แปลงที่ 15 -42160142,14.780472589442,99.807140819366,2.1,Picker,2023-02-22,2023-02-22,2023-02-22,0.1,10:19,00:00,15:21,00:18,15:40,2.52,2520.0
S1,M112,F230,M06 แปลงที่ 14 -42160013,14.780833724681,99.807631073308,7.66,Picker,2023-02-22,2023-02-22,2023-02-22,0.0,09:51,00:00,15:40,00:41,16:20,9.192,9192.0
S1,M112,F235,M06 แปลงที่ 19 -42160088,14.781293042979,99.806331462076,16.74,Picker,2023-02-22,2023-02-22,2023-02-22,0.0,12:14,00:00,16:20,01:17,17:37,20.088,20088.0
S1,M112,F228,M06 แปลงที่ 12 -42160101,14.785634693044,99.808059924664,12.07,Picker,2023-02-21,2023-02-22,2023-02-22,0.272,15:46,00:01,17:38,00:58,18:37,14.484,14484.0
S1,M112,F226,M06 แปลงที่ 10 -42160004,14.785233840102,99.809501854737,12.17,Picker,2023-02-21,2023-02-22,2023-02-22,1.325,11:12,00:04,18:41,00:59,19:39,14.604,14604.0
S1,M112,F227,M06 แปลงที่ 11 -42160029,14.786192637854,99.807580727554,18.72,Picker,2023-02-21,2023-02-23,2023-02-22,0.582,14:15,00:02,19:41,01:25,09:06,22.464,22464.0
S1,M112,F236,M06 แปลงที่ 20 -42160020,14.78058264753,99.805323118006,9.31,Picker,2023-02-22,2023-02-23,2023-02-23,3.564,14:17,00:11,09:17,00:47,10:04,11.172,11172.0
S1,M112,F244,M06 แปลงที่ 28 -42160021,14.79051256738,99.792555100711,19.35,Picker,2023-03-01,2023-03-01,2023-03-01,2.778,09:48,00:08,09:49,01:27,11:16,23.22,23220.0
S1,M112,F245,M06 แปลงที่ 29 -4216081,14.790088437158,99.790060860446,19.3,Picker,2023-02-28,2023-03-01,2023-03-01,0.844,15:35,00:03,11:19,01:27,13:46,23.16,23160.0
S1,M112,F239,M06 แปลงที่ 23 -42160089,14.782702550417,99.791775625783,7.53,Picker,2023-03-01,2023-03-01,2023-03-01,1.055,10:51,00:03,13:49,00:40,14:29,9.036,9036.0
S1,M112,F237,M06 แปลงที่ 21 -42160090,14.782704448621,99.791350557022,2.93,Picker,2023-03-01,2023-03-01,2023-03-01,0.033,11:24,00:00,14:29,00:22,14:51,3.516,3516.0
S1,M112,F241,M06 แปลงที่ 25 -4216337,14.782532071176,99.792284259348,3.95,Picker,2023-02-28,2023-03-01,2023-03-01,0.427,13:21,00:01,14:52,00:26,15:18,4.74,4740.0
S1,M112,F240,M06 แปลงที่ 24 -42160085,14.781529014015,99.791991874587,4.04,Picker,2023-03-01,2023-03-01,2023-03-01,0.278,14:58,00:01,15:59,00:26,16:25,4.848,4848.0
S1,M112,F238,M06 แปลงที่ 22 -42160083,14.781547888688,99.791334783658,1.74,Picker,2023-03-01,2023-03-01,2023-03-01,0.07,15:24,00:00,16:25,00:17,16:42,2.088,2088.0
S1,M112,F246,M06 แปลงที่ 30 -42160012,14.780648127574,99.791307693903,9.21,Picker,2023-03-01,2023-03-01,2023-03-01,0.009,14:19,00:00,16:42,00:47,17:29,11.052,11052.0
S1,M112,F242,M06 แปลงที่ 26 -42160122,14.781414046216,99.789788619489,7.55,Picker,2023-03-01,2023-03-01,2023-03-01,0.281,13:07,00:01,17:30,00:40,18:10,9.06,9060.0
S1,M112,F243,M06 แปลงที่ 27 -42160147,14.779220749486,99.789073323403,13.74,Picker,2023-03-02,2023-03-02,2023-03-02,0.484,09:02,00:01,09:03,01:05,10:08,16.488,16488.0
S1,M112,F255,M06 แปลงที่ 39 -4216077,14.778270278396,99.789797770338,6.54,Picker,2023-03-08,2023-03-08,2023-03-08,0.022,14:33,00:00,15:34,00:36,16:10,7.848,7848.0
S1,M112,F251,M06 แปลงที่ 35 -4216117,14.778885350271,99.790735736756,6.24,Picker,2023-03-08,2023-03-08,2023-03-08,0.031,15:26,00:00,16:26,00:35,17:01,7.488,7488.0
S1,M112,F252,M06 แปลงที่ 36 -4216343,14.779476064209,99.790114419679,6.91,Picker,2023-03-09,2023-03-09,2023-03-09,0.05,08:22,00:00,08:23,00:38,09:00,8.292,8292.0
S1,M112,F250,M06 แปลงที่ 34 -42160035,14.779376750379,99.791184662514,10.48,Picker,2023-03-09,2023-03-09,2023-03-09,0.006,09:40,00:00,09:41,00:52,10:33,12.576,12576.0
S1,M112,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Picker,2023-03-10,2023-03-10,2023-03-10,1.099,08:02,00:03,08:03,00:51,08:54,12.396,12396.0
S1,M112,F247,M06 แปลงที่ 31 -42160040,14.780294514429,99.792392927075,4.86,Picker,2023-03-09,2023-03-10,2023-03-10,1.285,10:26,00:04,08:58,00:29,09:27,5.832,5832.0
S1,M112,F249,M06 แปลงที่ 33 -42160034,14.778931499769,99.79285585377,9.79,Picker,2023-03-09,2023-03-10,2023-03-10,0.153,11:40,00:00,09:28,00:49,10:17,11.748,11748.0
S1,M112,F248,M06 แปลงที่ 32 -42160071,14.777542957889,99.792727692082,5.97,Picker,2023-03-09,2023-03-10,2023-03-10,0.152,12:32,00:00,10:17,00:34,10:51,7.164,7164.0
S1,M112,F253,M06 แปลงที่ 37 -42160044,14.777743098846,99.791039230741,9.37,Picker,2023-03-09,2023-03-10,2023-03-10,0.106,13:43,00:00,10:51,00:47,11:39,11.244,11244.0
S1,M112,F254,M06 แปลงที่ 38 -42160050,14.776947893842,99.790966111847,6.97,Picker,2023-03-09,2023-03-10,2023-03-10,0.004,14:40,00:00,11:39,00:38,13:17,8.364,8364.0
S1,M114,SS,จุดเริ่มต้น,14.7518,99.7934,0.0,Truck,2023-02-05,2023-02-10,2023-02-10,0.0,00:00,00:00,02:27,00:00,02:27,0.0,0.0
S1,M114,F221,M06 แปลงที่ 5 -42160020,14.78058264753,99.805323118006,9.31,Truck,2023-02-05,2023-02-10,2023-02-10,0.0,08:00,00:10,10:27,00:47,11:14,11.172,11172.0
S1,M114,F220,M06 แปลงที่ 4 -42160017,14.781933212904,99.804626469986,10.0,Truck,2023-02-05,2023-02-10,2023-02-10,1.287,08:00,00:04,11:55,00:50,13:45,12.0,12000.0
S1,M114,F218,M06 แปลงที่ 2 -42160086,14.782386226441,99.803268969525,12.71,Truck,2023-02-05,2023-02-10,2023-02-10,2.617,08:00,00:08,14:59,01:01,15:60,15.252,15252.0
S1,M114,F217,M06 แปลงที่ 1 -42160026,14.782584142021,99.803938559077,8.88,Truck,2023-02-05,2023-02-10,2023-02-10,0.007,08:00,00:00,16:07,00:46,16:53,10.656,10656.0
S1,M114,F219,M06 แปลงที่ 3 -42160108,14.783258869635,99.804578679598,7.7,Truck,2023-02-05,2023-02-11,2023-02-11,0.35,08:00,00:01,08:10,00:41,08:50,9.24,9240.0
S1,M114,F222,M06 แปลงที่ 6 -42160116,14.782601687452,99.805388028404,12.02,Truck,2023-02-05,2023-02-11,2023-02-11,0.336,08:00,00:01,11:02,00:58,13:00,14.424,14424.0
S1,M114,F223,M06 แปลงที่ 7 -42160123,14.780752107283,99.808720883168,6.43,Truck,2023-02-05,2023-02-12,2023-02-12,0.67,08:00,00:02,11:28,00:36,13:04,7.716,7716.0
S1,M114,F225,M06 แปลงที่ 9 -42160038,14.781580772572,99.809022973283,9.52,Truck,2023-02-05,2023-02-20,2023-02-20,0.097,08:00,00:00,16:16,00:48,17:04,11.424,11424.0
S1,M114,F232,M06 แปลงที่ 16 -42160128,14.781636448617,99.807246435313,3.55,Truck,2023-02-05,2023-02-20,2023-02-20,0.033,08:00,00:00,17:04,00:24,17:28,4.26,4260.0
S1,M114,F224,M06 แปลงที่ 8 -42160022,14.779802588473,99.808443733269,9.89,Truck,2023-02-05,2023-02-20,2023-02-20,0.174,08:00,00:01,17:29,00:50,18:18,11.868,11868.0
S1,M114,F229,M06 แปลงที่ 13 -42160127,14.779593312897,99.807373890946,5.76,Truck,2023-02-05,2023-02-22,2023-02-22,0.045,08:00,00:00,14:05,00:33,14:38,6.912,6912.0
S1,M114,F233,M06 แปลงที่ 17 -42160141,14.782117897738,99.807899768941,2.11,Truck,2023-02-05,2023-02-22,2023-02-22,0.288,08:00,00:01,14:39,00:18,14:57,2.532,2532.0
S1,M114,F234,M06 แปลงที่ 18 -42160121,14.781353339143,99.808004428368,3.4,Truck,2023-02-05,2023-02-22,2023-02-22,0.083,08:00,00:00,14:58,00:24,15:21,4.08,4080.0
S1,M114,F231,M06 แปลงที่ 15 -42160142,14.780472589442,99.807140819366,2.1,Truck,2023-02-05,2023-02-22,2023-02-22,0.1,08:00,00:00,15:21,00:18,15:40,2.52,2520.0
S1,M114,F230,M06 แปลงที่ 14 -42160013,14.780833724681,99.807631073308,7.66,Truck,2023-02-05,2023-02-22,2023-02-22,0.0,08:00,00:00,15:40,00:41,16:20,9.192,9192.0
S1,M114,F235,M06 แปลงที่ 19 -42160088,14.781293042979,99.806331462076,16.74,Truck,2023-02-05,2023-02-22,2023-02-22,0.0,08:00,00:00,16:20,01:17,17:37,20.088,20088.0
S1,M114,F228,M06 แปลงที่ 12 -42160101,14.785634693044,99.808059924664,12.07,Truck,2023-02-05,2023-02-22,2023-02-22,0.272,08:00,00:01,17:38,00:58,18:37,14.484,14484.0
S1,M114,F226,M06 แปลงที่ 10 -42160004,14.785233840102,99.809501854737,12.17,Truck,2023-02-05,2023-02-22,2023-02-22,1.325,08:00,00:04,18:41,00:59,19:39,14.604,14604.0
S1,M114,F227,M06 แปลงที่ 11 -42160029,14.786192637854,99.807580727554,18.72,Truck,2023-02-05,2023-02-23,2023-02-22,0.582,08:00,00:02,19:41,01:25,09:06,22.464,22464.0
S1,M114,F236,M06 แปลงที่ 20 -42160020,14.78058264753,99.805323118006,9.31,Truck,2023-02-05,2023-02-23,2023-02-23,3.564,08:00,00:11,09:17,00:47,10:04,11.172,11172.0
S1,M114,F244,M06 แปลงที่ 28 -42160021,14.79051256738,99.792555100711,19.35,Truck,2023-02-05,2023-03-01,2023-03-01,2.778,08:00,00:08,09:49,01:27,11:16,23.22,23220.0
S1,M114,F245,M06 แปลงที่ 29 -4216081,14.790088437158,99.790060860446,19.3,Truck,2023-02-05,2023-03-01,2023-03-01,0.844,08:00,00:03,11:19,01:27,13:46,23.16,23160.0
S1,M114,F239,M06 แปลงที่ 23 -42160089,14.782702550417,99.791775625783,7.53,Truck,2023-02-05,2023-03-01,2023-03-01,1.055,08:00,00:03,13:49,00:40,14:29,9.036,9036.0
S1,M114,F237,M06 แปลงที่ 21 -42160090,14.782704448621,99.791350557022,2.93,Truck,2023-02-05,2023-03-01,2023-03-01,0.033,08:00,00:00,14:29,00:22,14:51,3.516,3516.0
S1,M114,F241,M06 แปลงที่ 25 -4216337,14.782532071176,99.792284259348,3.95,Truck,2023-02-05,2023-03-01,2023-03-01,0.427,08:00,00:01,14:52,00:26,15:18,4.74,4740.0
S1,M114,F240,M06 แปลงที่ 24 -42160085,14.781529014015,99.791991874587,4.04,Truck,2023-02-05,2023-03-01,2023-03-01,0.278,08:00,00:01,15:59,00:26,16:25,4.848,4848.0
S1,M114,F238,M06 แปลงที่ 22 -42160083,14.781547888688,99.791334783658,1.74,Truck,2023-02-05,2023-03-01,2023-03-01,0.07,08:00,00:00,16:25,00:17,16:42,2.088,2088.0
S1,M114,F246,M06 แปลงที่ 30 -42160012,14.780648127574,99.791307693903,9.21,Truck,2023-02-05,2023-03-01,2023-03-01,0.009,08:00,00:00,16:42,00:47,17:29,11.052,11052.0
S1,M114,F242,M06 แปลงที่ 26 -42160122,14.781414046216,99.789788619489,7.55,Truck,2023-02-05,2023-03-01,2023-03-01,0.281,08:00,00:01,17:30,00:40,18:10,9.06,9060.0
S1,M114,F243,M06 แปลงที่ 27 -42160147,14.779220749486,99.789073323403,13.74,Truck,2023-02-05,2023-03-02,2023-03-02,0.484,08:00,00:01,09:03,01:05,10:08,16.488,16488.0
S1,M114,F255,M06 แปลงที่ 39 -4216077,14.778270278396,99.789797770338,6.54,Truck,2023-02-05,2023-03-08,2023-03-08,0.022,08:00,00:00,15:34,00:36,16:10,7.848,7848.0
S1,M114,F251,M06 แปลงที่ 35 -4216117,14.778885350271,99.790735736756,6.24,Truck,2023-02-05,2023-03-08,2023-03-08,0.031,08:00,00:00,16:26,00:35,17:01,7.488,7488.0
S1,M114,F252,M06 แปลงที่ 36 -4216343,14.779476064209,99.790114419679,6.91,Truck,2023-02-05,2023-03-09,2023-03-09,0.05,08:00,00:00,08:23,00:38,09:00,8.292,8292.0
S1,M114,F250,M06 แปลงที่ 34 -42160035,14.779376750379,99.791184662514,10.48,Truck,2023-02-05,2023-03-09,2023-03-09,0.006,08:00,00:00,09:41,00:52,10:33,12.576,12576.0
S1,M114,F256,M06 แปลงที่ 40 -4216336,14.778640153398,99.787776919425,10.33,Truck,2023-02-05,2023-03-10,2023-03-10,1.099,08:00,00:03,08:03,00:51,08:54,12.396,12396.0
S1,M114,F247,M06 แปลงที่ 31 -42160040,14.780294514429,99.792392927075,4.86,Truck,2023-02-05,2023-03-10,2023-03-10,1.285,08:00,00:04,08:58,00:29,09:27,5.832,5832.0
S1,M114,F249,M06 แปลงที่ 33 -42160034,14.778931499769,99.79285585377,9.79,Truck,2023-02-05,2023-03-10,2023-03-10,0.153,08:00,00:00,09:28,00:49,10:17,11.748,11748.0
S1,M114,F248,M06 แปลงที่ 32 -42160071,14.777542957889,99.792727692082,5.97,Truck,2023-02-05,2023-03-10,2023-03-10,0.152,08:00,00:00,10:17,00:34,10:51,7.164,7164.0
S1,M114,F253,M06 แปลงที่ 37 -42160044,14.777743098846,99.791039230741,9.37,Truck,2023-02-05,2023-03-10,2023-03-10,0.106,08:00,00:00,10:51,00:47,11:39,11.244,11244.0
S1,M114,F254,M06 แปลงที่ 38 -42160050,14.776947893842,99.790966111847,6.97,Truck,2023-02-05,2023-03-10,2023-03-10,0.004,08:00,00:00,11:39,00:38,13:17,8.364,8364.0
